ID,Price
284921427,2.99
284926400,1.99
284946595,0.0
285755462,0.0
285831220,2.99
286210009,0.0
286313771,0.0
286363959,0.99
286566987,0.0
286682679,0.0
287563734,0.0
288096268,0.0
288669794,0.0
288689440,0.99
288918962,0.0
289217958,0.0
289217958,0.0
289382458,0.0
290493286,0.0
290614255,0.0
291074572,0.99
291723451,0.99
291894818,0.0
291929815,0.99
292242592,0.99
292274288,0.0
292421271,2.99
292538570,0.0
292975610,0.99
294166538,2.99
294193726,2.99
294596096,0.0
294631172,5.99
295445501,7.99
295462558,0.99
296183853,2.99
296756437,0.99
296853351,0.0
297558390,0.0
297643414,0.99
298748403,0.0
298908505,1.99
299139129,2.99
299471086,7.99
299631906,2.99
299813413,4.99
299878026,0.99
300025550,0.99
300893278,0.0
301163765,4.99
301418753,0.0
301733979,0.0
301746785,0.99
302312895,0.99
302331458,0.0
302510211,2.99
302532668,3.99
302532668,3.99
303188552,0.0
303337299,0.99
303401746,0.0
303475501,0.0
303477061,0.0
303830590,0.0
303954672,0.99
304657926,2.99
304878580,5.99
304932775,0.99
305123066,0.0
305260337,0.99
305324342,3.99
305462255,2.99
305464559,2.99
305620716,2.99
305929056,0.0
306165224,0.0
307013525,0.0
307083604,0.0
307132353,2.99
307219373,0.0
307538288,2.99
307662507,4.99
308032437,3.99
308608974,0.0
308834118,0.0
309225116,0.0
309399343,0.0
310251116,0.99
311395856,0.0
311395924,1.99
311456818,0.0
311466554,4.99
311468972,0.99
311544087,0.0
312093430,0.0
313149078,0.0
313324870,0.0
313365393,0.0
313478124,0.0
313734044,0.99
313835253,0.0
314162908,2.99
314464100,0.99
314506629,2.99
314907526,2.99
315733642,0.0
316491616,2.99
316540851,3.99
317154247,0.0
317677424,0.0
318083567,1.99
318267805,0.0
318280645,3.99
318465515,0.0
318639200,0.99
318974349,0.99
318975161,0.0
319009472,0.99
319305999,0.0
319519142,0.0
320166918,1.99
320469536,0.0
320667784,0.0
321026028,0.0
321026028,0.0
321219952,0.0
321369231,1.99
321756558,0.0
322110989,1.99
322423174,0.99
322829337,0.0
323122770,0.0
323242790,0.99
323249918,0.99
323375748,0.0
323833695,0.0
324012853,2.99
324018225,0.0
324331173,0.0
324335340,0.0
324355661,0.99
324530319,0.99
324538716,0.0
324561305,0.0
324715902,0.0
326148795,0.0
326162486,0.99
327098920,0.99
327244757,0.99
327708154,9.99
327755335,0.0
327771130,0.0
328034857,0.0
328168559,4.99
328330651,0.0
328415391,0.0
329218549,0.0
329466722,0.0
329629837,0.0
329707508,0.0
329911028,0.99
330159662,0.99
330222186,0.99
330511928,0.0
331271904,2.99
331513453,0.99
331538702,0.0
332424440,0.99
333178201,0.0
333208117,0.0
333277750,0.0
333279031,0.99
333453221,0.0
334183810,0.0
334187594,0.0
334436243,0.0
334546669,0.0
334616790,0.0
334828574,0.0
335019557,0.0
335029050,4.99
335049342,0.0
335249553,0.0
335498819,0.0
335523128,0.99
335545504,9.99
335789094,0.0
335929820,2.99
335941858,0.0
336106741,0.0
336302082,0.0
336305171,0.0
336472524,0.0
337209160,0.0
338117897,0.0
338348877,0.0
338490375,0.99
338729908,0.99
338740447,1.99
339224754,3.99
339348074,0.0
339451567,0.99
339473599,3.99
339597241,0.0
339720335,0.0
340524558,0.0
340590296,1.99
340769953,0.99
341089820,0.0
341239927,0.99
341288790,0.99
342097431,0.99
342254531,0.0
342648612,0.0
342960702,0.99
343751704,0.0
343795703,0.0
343816134,0.0
344058289,0.99
344115274,0.99
344942625,0.0
345015452,2.99
345748786,0.0
346622193,0.0
346656942,0.0
346728338,0.99
347024989,0.0
347872059,0.0
347920086,0.0
347990652,0.0
347996243,2.99
348056335,0.0
348308731,0.0
348639431,0.0
348741265,0.0
348741265,0.0
348792842,0.0
348795059,0.0
349841578,0.0
351086172,0.0
351214816,0.99
351448383,2.99
351683087,0.0
352292715,0.0
353864056,2.99
353941606,0.0
355022891,0.0
355524910,4.99
356086906,0.0
356153459,1.99
356161101,0.0
356277312,0.99
356578890,0.0
357039281,1.99
357708798,0.99
358060284,1.99
358348579,0.0
358617686,2.99
359033497,0.0
359060159,1.99
359081738,0.0
359891723,0.0
360918170,0.0
361294339,1.99
361967071,0.99
362548659,0.0
362562850,0.0
362890121,0.0
363480718,1.99
363503154,1.99
364165557,4.99
364204209,3.99
364478839,0.0
364502845,0.0
364575127,0.0
364741787,1.99
364854741,19.99
364870866,2.99
364895370,1.99
364900027,3.99
364902376,2.99
364918873,0.0
365417902,0.0
365445568,0.0
365520139,1.99
365735712,4.99
366158571,0.0
366159742,0.99
366161039,0.99
366161441,0.0
366248696,1.99
366253054,2.99
366536578,0.0
366561888,1.99
366798640,1.99
366939020,0.0
367107953,0.0
367233816,0.99
367235715,0.99
367248882,0.99
367278729,0.99
367322717,0.99
367324774,0.0
367568101,3.99
367637700,0.0
367907414,0.0
368167255,0.99
368425673,0.0
368440550,0.0
368841090,4.99
369230474,0.0
369632622,0.0
370505059,0.0
370559102,0.99
370826800,0.99
371177212,0.99
371267033,0.0
371323725,0.99
371380665,7.99
371670940,0.0
372283052,0.0
372344620,0.0
372918687,0.0
373002953,4.99
373258797,5.99
373750568,0.0
373751016,0.0
374143422,1.99
374166033,0.0
374226978,4.99
374559518,0.0
374976525,0.0
375694800,0.0
375715528,5.99
375968612,0.0
376098160,0.0
376129315,0.99
376533255,0.99
376555565,0.0
376637764,0.0
376659240,2.99
376949996,0.0
377182568,4.99
377544857,2.99
377617125,0.0
377664389,0.0
377734408,0.0
377883789,0.0
378161776,0.0
378290829,0.99
378491005,0.0
378652919,0.0
378756466,3.99
378772227,2.99
379424297,0.0
379485289,0.0
379824953,0.0
380290526,0.99
380862211,0.99
381004911,0.0
381118863,0.0
381945962,0.0
382010483,0.99
382635254,0.0
382679047,9.99
382693659,0.99
382783275,0.0
383152745,3.99
383244367,0.0
384357212,0.0
384367567,0.0
384372078,0.0
384405726,0.0
384844988,0.0
384855809,0.0
384864839,0.99
385429453,0.0
385673850,0.0
385706933,2.99
385726463,0.0
385902072,2.99
386104577,4.99
386129283,0.0
386151503,1.99
386223177,0.0
386260074,0.0
387156198,0.0
387310377,0.0
387320055,0.0
387351111,0.0
387650111,2.99
387851983,0.0
387944315,0.0
388187669,0.0
388615745,0.0
388977544,1.99
389066545,0.0
389361884,0.0
389456852,0.0
389762204,0.0
389983347,0.0
390422167,4.99
390442890,0.0
390817401,0.0
391098251,0.99
391234866,0.0
391239935,1.99
391294299,2.99
391297152,4.99
391507083,0.99
391545915,0.99
391563661,0.99
391986469,0.0
391988755,1.99
392789372,4.99
392885979,0.0
392918110,0.0
393180444,0.0
393340337,2.99
393467276,0.0
393567084,0.0
393575110,0.99
393575527,0.0
393734203,0.0
393917657,0.99
394057299,2.99
394314909,0.0
394633422,0.0
394634657,0.0
395130613,0.0
395183271,0.0
395232844,4.99
395928305,0.0
396085661,4.99
396103539,0.99
396346039,0.0
396597126,0.0
396607391,0.0
396837225,0.99
397090691,3.99
397635670,0.0
397836467,0.99
397998531,0.99
398113284,0.99
398133128,6.99
398398860,0.0
398884361,0.0
398916179,0.0
398941864,0.0
398975927,2.99
399192982,0.0
399226597,0.99
399232537,0.0
399710457,0.0
400190405,1.99
400213892,3.99
400458573,0.0
400600724,0.0
400627033,1.99
401227598,1.99
401377159,0.99
401468962,0.0
401529229,0.0
401710533,2.99
402131111,0.99
402362706,0.0
402516081,0.0
402793509,0.99
403016297,0.0
403728103,0.0
404016931,0.0
404018064,0.0
404019594,0.0
404242044,0.0
404515795,0.0
404553553,2.99
404761993,0.0
404768115,0.99
404976414,0.0
405094331,0.99
405430582,0.0
405430582,0.0
405705981,0.99
406328480,4.99
406369517,0.0
406456426,0.0
406479628,0.0
406492638,0.0
406516620,0.99
406748411,0.99
406812630,0.99
406839347,0.0
406947559,0.0
407003328,0.0
407010291,0.0
407124620,0.99
407137912,0.0
407201718,2.99
407440776,0.0
407653571,0.0
407678003,0.99
407755896,0.0
407771155,0.99
408057561,0.0
408198768,0.0
408219960,0.0
408259891,0.0
408302797,0.0
408347359,0.0
408470758,0.0
408624898,0.0
408625309,1.99
408625686,0.0
408829853,11.99
408841149,0.0
408854559,4.99
408950034,2.99
409292873,0.0
409567943,0.99
409678376,0.99
409784210,0.0
409833853,2.99
409909263,0.0
409984283,0.0
410022507,0.0
410064207,0.0
410067664,0.0
410091935,0.0
410204657,0.0
410290778,2.99
410784366,0.0
411221095,0.0
411270782,0.0
411674051,0.0
411753537,0.0
412061659,0.0
412089940,0.0
412097279,0.0
412157089,0.0
412325632,2.99
412445736,0.99
412502748,0.0
412502748,0.0
412539922,0.0
412654105,0.0
412719734,0.99
412782761,0.0
412792847,0.0
412839962,0.0
412866572,0.0
413107891,0.0
413249836,2.99
413427295,0.0
413443169,0.0
413483193,0.99
413576141,0.99
413611238,0.0
413642222,0.0
413779660,0.0
413936788,0.0
414305870,2.99
414395517,0.0
414396969,0.0
414498557,0.99
414658364,4.99
414723566,0.99
414786592,0.0
414788461,0.0
414870851,0.0
415231898,0.0
415236673,0.0
415596610,0.0
415606677,0.0
415611962,0.0
415915620,2.99
415918754,0.0
416254013,5.99
416757122,0.0
416766984,0.0
416791138,0.99
417116053,0.0
417579453,0.99
417634445,0.99
417715370,0.0
417722771,0.99
417725235,0.99
417726752,4.99
418186982,0.0
418508494,0.0
418510736,2.99
418603735,0.0
418743655,0.0
418784843,0.99
418816633,0.0
418974698,0.0
419242369,0.0
419342105,0.0
419424268,0.0
419568487,0.0
419584432,0.0
419812538,0.0
419878771,0.0
420143542,0.0
420150260,0.99
420150260,0.99
420263615,0.0
420352842,0.99
420374009,0.0
420880715,3.99
420903765,0.0
421205743,2.99
421399481,0.0
421785586,0.0
421864154,0.0
421978997,0.0
422274101,0.99
423000476,0.0
423198259,7.99
423402184,0.0
423533300,0.0
423637440,2.99
423637742,0.0
423759279,0.0
423783267,0.0
423911691,0.0
424376330,0.0
424424767,0.0
424610463,0.0
425093062,0.0
425160860,0.0
425200130,0.99
425353652,0.0
425353674,0.0
425440680,0.0
425645888,0.99
426068335,0.0
426392350,1.99
426415634,2.99
426444406,0.0
426603626,2.99
426603626,2.99
426892039,1.99
427150724,2.99
427192720,0.99
427419772,4.99
427480057,1.99
427792386,0.0
427965905,0.99
428050762,0.0
428143938,0.0
428149193,0.0
428552942,0.0
428875551,0.99
429000513,2.99
429102963,0.0
429392137,0.0
429597970,0.0
429844857,0.0
429886090,0.0
430139573,0.0
430252596,1.99
430656610,0.99
430813415,0.99
430907397,0.0
430920838,3.99
431074398,0.99
431992865,0.0
432012251,0.99
432022189,0.0
432080204,4.99
432094282,0.0
432280308,0.0
432432026,0.99
432504470,6.99
432631433,0.0
432778305,2.99
432783861,1.99
432827559,1.99
432861835,0.0
432873925,0.0
432878907,0.0
432888433,0.0
432969074,0.0
433045102,0.0
433341409,0.0
433843875,0.0
434159374,0.0
434377009,0.0
434815663,0.99
435039432,0.0
435285971,0.0
435347306,0.0
435371884,0.0
435373843,0.0
435798758,0.99
435937858,0.0
436096119,0.0
436134281,0.99
436134281,0.99
436134867,2.99
436636773,0.0
436679941,0.99
436684234,0.0
436691368,2.99
436693646,0.0
437077202,0.99
437080806,0.0
437602797,0.0
437665714,4.99
437978188,2.99
438032206,0.0
438044811,0.0
438053238,0.0
438081990,2.99
438178197,0.0
438375580,7.99
438422672,0.0
438437326,3.99
438669536,0.0
438669885,0.0
438904674,0.0
438932271,0.0
439128449,0.0
439248947,0.0
439577614,0.99
439895364,0.0
440119351,9.99
440131973,0.0
440317442,0.0
440480260,0.0
440484760,0.0
440513050,1.99
441044224,0.0
441057185,0.0
441081314,0.0
441081494,0.0
441192740,0.0
441878713,0.0
442103631,0.99
442239737,0.0
442863029,0.0
442916628,0.0
443133595,0.0
443781760,0.99
443812781,0.0
444074459,0.0
444080100,0.0
444268077,1.99
444300378,0.0
444691851,0.0
444744743,0.0
445142699,0.0
445291629,3.99
445839722,0.0
445853367,0.0
445920294,5.99
446004874,0.0
446077182,0.0
446317261,0.0
446664782,0.99
446746358,0.0
446935706,1.99
447029041,0.0
447141523,0.0
447310795,0.0
447579919,0.0
447763775,0.0
447763975,0.0
447946076,0.0
448069460,0.99
448162560,0.0
448246388,0.99
448289865,1.99
448578286,0.0
448833884,0.0
449092176,0.99
449354665,2.99
449381096,0.0
449753862,0.0
450031111,0.0
450524450,0.99
450771879,2.99
451125996,0.0
451126213,5.99
451282075,0.0
451390680,0.0
451687782,0.0
451700364,0.99
451955533,0.0
451994909,0.0
452167352,0.0
452181613,0.0
452272978,0.0
452535701,0.99
452600957,0.99
452679821,0.0
452873323,0.0
452945524,0.99
452963430,0.0
453019676,0.0
453127025,0.0
453161920,0.99
453216093,3.99
453345888,0.0
453444900,0.0
453447822,2.99
453448185,0.0
453539771,0.0
453782723,0.0
453909409,0.0
454496990,0.0
454617779,0.99
454637418,0.0
454679700,4.99
454696687,0.0
454696716,0.0
454862619,0.0
454924022,0.0
454932115,0.99
455219788,1.99
455534710,0.0
455561606,0.99
455602152,0.0
455671001,0.0
455671001,0.0
456181455,0.0
456214004,0.0
456259805,0.0
456308088,0.0
456532154,0.0
457264709,0.0
457508508,0.0
457622527,0.0
457814774,0.0
457821568,0.0
457854506,0.0
457981017,0.0
458645418,0.0
458867396,0.0
458892911,0.0
459020901,0.0
459376086,0.0
459392013,0.0
459407847,1.99
459523211,0.99
459653215,0.0
459776737,1.99
460077581,0.0
